"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"44278","Sub-Saharan Africa","November 15, 2017","2017","Nov","2","","2","","","2","","Excessive Physical Abuse","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa",""
"43979","Central America","November 14, 2017","2017","Nov","2","","2","24","","2","1","Shot","Near Huimanguillo, Tabasco, Mexico, in motorway Ocozocoautla, Chiapas-Las Choapas, Veracruz","Zócalo","17.832044100000, -93.391810600000","Central America to US","http://bit.ly/2ADFR9I, http://bit.ly/2hqwmDe","Central America","3"
"43980","Central America","November 14, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Motorway Mexico-Orizaba, near Cuauhtémoc stadium, Puebla, Mexico","Periódico Central","19.067714400000, -98.187811600000","Central America to US","http://bit.ly/2AKtitZ","Central America","1"
"44270","North Africa","November 14, 2017","2017","Nov","3","","3","","","3","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa",""
"44271","North Africa","November 14, 2017","2017","Nov","2","","2","","","","","Unknown","Sabratha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.449522100000, 32.781101600000","","","Northern Africa",""
"44272","North Africa","November 14, 2017","2017","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Suakin, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","37.329286100000, 19.104038900000","","","Northern Africa",""
"43977","Central America","November 13, 2017","2017","Nov","2","","2","","","2","","Murdered","Bodies retrieved between Colonia Tonina and Azteca, Palenque, Chiapas, Mexico","Aristegui Noticias","17.514978700000, -91.988387200000","Central America to US","http://bit.ly/2hqwmDe, http://bit.ly/2yZl0Bd","Central America","3"
"43978","Central America","November 13, 2017","2017","Nov","1","","1","","","1","","Fall from train","Train tracks in Mazatlán, Sinaloa, Mexico","Solo Noticias","23.249414800000, -106.411142500000","Central America to US","http://bit.ly/2mueaxV","Central America","1"
"44268","Sub-Saharan Africa","November 13, 2017","2017","Nov","1","","1","","","1","1","Dehydration","Niamey, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","2.125385400000, 13.511596300000","","","Western Africa",""
"44269","North Africa","November 13, 2017","2017","Nov","2","","2","","","2","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.665039060000, 27.887942670000","","","Northern Africa",""
"43973","Central America","November 12, 2017","2017","Nov","2","","2","","","2","","Vehicle Accident","Motorway near Malpaisillo, Léon, Nicaragua","El Nuevo Diario","12.616764381031, -86.678733699219","Central America to US","http://bit.ly/2AHhx7S","Central America","1"
"43976","Mediterranean","November 12, 2017","2017","Nov","2","","2","","","","","Presumed drowning","Bodies retrieved near Al Maya, west of Tripoli, Libya","IOM Libya","32.821929803103, 12.898626708984","Central Mediterranean","","Uncategorized","4"
"44265","Sub-Saharan Africa","November 12, 2017","2017","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-1.519660300000, 12.371427700000","","","Western Africa",""
"44266","North Africa","November 12, 2017","2017","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.429023600000, 27.036540600000","","","Northern Africa",""
"44267","North Africa","November 12, 2017","2017","Nov","3","","3","","","","","Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.609863280000, 29.200423170000","","","Northern Africa",""
"44541","Middle East","November 12, 2017","2017","Nov","1","","1","","","1","","Shot","Kerman province, Iran","IOM Afghanistan","29.485008900000, 57.643904800000","","","Southern Asia","4"
"43972","Mediterranean","November 11, 2017","2017","Nov","1","","1","","","1","1","Presumed drowning","Palios Madamou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343995090707, 26.383975862793","Eastern Mediterranean","http://www.hcg.gr/node/16479","Uncategorized","5"
"43975","US-Mexico Border","November 11, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, Díaz Ordaz, Tamaulipas, Mexico","El Mañana","26.234772644307, -98.580264224268","Central America to US","http://bit.ly/2iX18UM, http://bit.ly/2zKRexc","Central America","3"
"43986","Mediterranean","November 11, 2017","2017","Nov","1","","1","","1","","","Drowning","Off the coast of Mantamado, northeastern coast of Lesvos, Greece","IOM Turkey, Turkish Coast Guard Command","39.328328251178, 26.428951143555","Eastern Mediterranean","","Uncategorized","4"
"44264","Sub-Saharan Africa","November 11, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Tunduma, on the Tanzania-Zambia border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.768947900000, 9.309564800000","","","Eastern Africa",""
"44537","Middle East","November 11, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Fars province, Iran","IOM Afghanistan","29.104381300000, 53.045893000000","","","Southern Asia","4"
"44539","Middle East","November 11, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Boshahr province, Iran","IOM Afghanistan","28.762073900000, 51.515007700000","","","Southern Asia","4"
"43987","Middle East","November 10, 2017","2017","Nov","2","","2","","1","1","","Shot","Syrian/Turkish border, Idlib province, near Iskenderun, Hatay, Turkey","Syrian Observatory for Human Rights","36.540551558948, 36.584856822656","","http://www.syriahr.com/en/?p=78189","Western Asia","4"
"44535","Middle East","November 10, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Karaj, Alborz province, Iran","IOM Afghanistan","35.840018800000, 50.939090600000","","","Southern Asia","4"
"43968","US-Mexico Border","November 09, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Debate","26.143301175123, -98.330944598395","Central America to US","http://bit.ly/2zw7zYD","Central America","1"
"43969","Mediterranean","November 09, 2017","2017","Nov","2","","2","","","2","","Presumed drowning","Beach in Tangiers, Morocco","Caminando Fronteras","35.777154148825, -5.789837326123","Western Mediterranean","http://bit.ly/2m9h8rt","Uncategorized","4"
"43971","Mediterranean","November 09, 2017","2017","Nov","1","","1","","","1","1","Presumed drowning","Sarakina Mamadou, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.350632522991, 26.376079439453","Eastern Mediterranean","http://www.hcg.gr/node/16475","Uncategorized","5"
"44056","US-Mexico Border","November 09, 2017","2017","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.190352400000, -112.914147600000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"44263","North Africa","November 09, 2017","2017","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.534667970000, 24.297353380000","","","Northern Africa",""
"44259","North Africa","November 08, 2017","2017","Nov","1","","1","","","1","1","Unknown","Benghazi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.086790900000, 32.119424200000","","","Northern Africa",""
"44260","North Africa","November 08, 2017","2017","Nov","1","","1","","","1","","Starvation, Dehydration","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","36.403962900000, 15.458133200000","","","Northern Africa",""
"44261","North Africa","November 08, 2017","2017","Nov","2","","2","","2","","","Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.853759770000, 28.464013180000","","","Northern Africa",""
"44262","North Africa","November 08, 2017","2017","Nov","2","","2","","","2","2","Starvation, Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.106445310000, 29.051517840000","","","Northern Africa",""
"43962","Mediterranean","November 07, 2017","2017","Nov","1","","1","10","","","","Unknown (found on dinghy)","Unspecified location off the coast of Tangiers, Morocco","Alarm Phone","35.875277696775, -5.696625198438","Western Mediterranean","http://bit.ly/2AigFFF","Uncategorized","1"
"44256","North Africa","November 07, 2017","2017","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Al Hajer, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","33.229176960000, 14.101544910000","","","Northern Africa",""
"44257","North Africa","November 07, 2017","2017","Nov","5","","5","","","","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.919921880000, 24.537441720000","","","Northern Africa",""
"44258","North Africa","November 07, 2017","2017","Nov","2","","2","","2","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.238281250000, 24.557428430000","","","Northern Africa",""
"43964","Mediterranean","November 06, 2017","2017","Nov","5","29","34","106","","","1","Presumed drowning","30 nautical miles north of Tripoli, Libya","IOM Italy, IOM Libya, Sea-Watch","34.341859153473, 13.828545331250","Central Mediterranean","http://bit.ly/2zBoHgB, http://reut.rs/2zB3iEf, http://bit.ly/2zpGEgX","Uncategorized","4"
"43970","Mediterranean","November 06, 2017","2017","Nov","1","","1","","1","","1","Presumed drowning","Aspropotamos, near Mantamado, northeastern coast of Lesvos, Greece","IOM Greece, Hellenic Coastguard","39.343198556470, 26.375392793945","Eastern Mediterranean","http://www.hcg.gr/node/16439","Uncategorized","5"
"44252","US-Mexico Border","November 06, 2017","2017","Nov","1","","1","","1","","","Unknown","1298 W Military Road, Mission, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","-98.412348100000, 26.202155000000","Central America to US","","Northern America",""
"44253","US-Mexico Border","November 06, 2017","2017","Nov","1","","1","","","1","","Drowning","All American Canal, Drop 2, Winterhaven, Imperial County, California","Imperial County Coroner's Office","-114.974650000000, 32.705120000000","Central America to US","","Northern America",""
"44254","North Africa","November 06, 2017","2017","Nov","4","","4","","","4","","Starvation","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.899829300000, 24.088938000000","","","Northern Africa",""
"44255","North Africa","November 06, 2017","2017","Nov","3","","3","","","","","Starvation","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","5.525810700000, 22.788820900000","","","Northern Africa",""
"43967","US-Mexico Border","November 05, 2017","2017","Nov","1","","1","","","1","","Drowning","Río Bravo, near Puente III del Comercio Mundial, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.597622627217, -99.537279477216","Central America to US","http://bit.ly/2AlX5YW","Central America","1"
"44533","Middle East","November 05, 2017","2017","Nov","1","","1","","","1","","Vehicle Accident","Iranshahr, Sistan and Baluchestan province, Iran","IOM Afghanistan","27.201200000000, 60.686581700000","","","Southern Asia","4"
"43924","Mediterranean","November 04, 2017","2017","Nov","1","","1","","1","","","Fuel burns","Mohamed V Hospital, Tangiers, Morocco","Caminando Fronteras","35.778176000000, -5.827966600000","Western Mediterranean","http://bit.ly/2zilYWb, http://bit.ly/2yIuEZ6","Uncategorized","4"
"44250","North Africa","November 04, 2017","2017","Nov","5","","5","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.062500000000, 25.195311080000","","","Northern Africa",""
"44251","North Africa","November 04, 2017","2017","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.578613280000, 25.215191680000","","","Northern Africa",""
"43921","Mediterranean","November 03, 2017","2017","Nov","3","7","10","15","1","","","Drowning","Off Kalymnos Island, Greece","IOM Turkey, Reuters","37.031187012469, 27.126068793164","Eastern Mediterranean","http://reut.rs/2h0CFxe","Uncategorized","4"
"43922","Mediterranean","November 03, 2017","2017","Nov","23","53","76","64","23","","","Drowning","Unspecified location between Libya and Italy","IOM Italy, EUNAVFORMED","34.000148459845, 13.053526312500","Central Mediterranean","https://goo.gl/vcLquk, http://bit.ly/2y65sHj","Uncategorized","4"
"43923","Mediterranean","November 03, 2017","2017","Nov","3","11","14","","3","","","Unknown","Unspecified location between Libya and Italy","IOM Italy","34.078380455797, 13.081475018750","Central Mediterranean","http://bit.ly/2y65sHj","Uncategorized","4"
"44055","US-Mexico Border","November 03, 2017","2017","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.117359800000, -113.190520300000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America",""
"43963","Sub-Saharan Africa","November 02, 2017","2017","Nov","3","3","6","12","","","","Presumed drowning","North-west off Mtsamboro Island - en route to Mayotte (France)","Le Parisien","-12.626542185194, 45.063276784375","","http://bit.ly/2iCAIaK","Eastern Africa","1"
"44249","North Africa","November 02, 2017","2017","Nov","3","","3","","","3","","Starvation","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa",""
"43912","Mediterranean","November 01, 2017","2017","Nov","8","","8","142","","","","Unknown","Unspecified location off the coast of Libya","IOM Italy","33.690138498642, 12.661743164062","Central Mediterranean","http://bit.ly/2z7vknw","Uncategorized","4"
"43916","Europe","November 01, 2017","2017","Nov","1","","1","","","1","","Hit by train","Train tracks near Oltrisarco, Bolzano, South Tyrol, Italy","ANSA","46.484368743783, 11.341695839148","","http://bit.ly/2il8KA1","Southern Europe","1"
"43920","US-Mexico Border","November 01, 2017","2017","Nov","1","","1","","","","","Unknown (skeletal remains)","Ranch near Falfurrias, Brooks County, Texas ","U.S. Border Patrol","27.152473267425, -98.213522596289","Central America to US","http://bit.ly/2Angycv","Northern America","5"
"43914","Southeast Asia","October 31, 2017","2017","Oct","4","","4","36","2","2","3","Drowning","Bay of Bengal, near Baillakhali Sea Point, Jaliapalong Union, Ukhiya Upazila, Bangladesh ","IOM Bangladesh","21.239646011184, 92.028997869531","","http://bit.ly/2h2Ol6c","South-eastern Asia","4"
"43917","North Africa","October 31, 2017","2017","Oct","1","","1","","","1","","Presumed drowning","900m off the coast of Morro Jable, Fuerteventura, Canary Islands, Spain","La Provincia","28.045125339503, -14.351981153442","Western African","http://bit.ly/2zdUO4Q","Western Africa","1"
"44248","North Africa","October 31, 2017","2017","Oct","3","","3","","","","","Suffocation, Excessive Physical Abuse","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa",""
"43911","Mediterranean","October 30, 2017","2017","Oct","2","","2","12","","2","","Presumed drowning","Off the coast of Mostaganem, Algeria","Agenzia Nova","36.076415421565, 0.045381019922","Western Mediterranean","http://bit.ly/2ijciCX","Uncategorized","1"
"43913","Southeast Asia","October 30, 2017","2017","Oct","2","1","3","","","","1","Drowning","Off the coast of Sabrang Union, Teknaf, Bangladesh","IOM Bangladesh","20.827424385757, 92.277615941064","","","South-eastern Asia","4"
"43915","Europe","October 30, 2017","2017","Oct","1","","1","","","1","","Vehicle Accident","A23 motorway Palmanova-Tarvisio, near Pagnacco, Udine, Italy","ANSA","46.125889800191, 13.202502908057","","http://bit.ly/2z53pqK, http://bit.ly/2zR73RY","Southern Europe","3"
"43954","US-Mexico Border","October 30, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","32.179197800000, -112.947334100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"44243","Sub-Saharan Africa","October 30, 2017","2017","Oct","2","","2","","1","1","1","Starvation, Dehydration","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa",""
"44244","North Africa","October 30, 2017","2017","Oct","2","","2","","","2","","Dehydration","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.856858600000, 23.311238900000","","","Northern Africa",""
"44245","North Africa","October 30, 2017","2017","Oct","5","","5","","","","","Unknown","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.665039060000, 27.887942670000","","","Northern Africa",""
"44246","North Africa","October 30, 2017","2017","Oct","3","","3","","","3","","Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.741699220000, 29.277115800000","","","Northern Africa",""
"44247","North Africa","October 30, 2017","2017","Oct","5","","5","","","5","","Starvation, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.677734380000, 24.956491290000","","","Northern Africa",""
"43910","Mediterranean","October 29, 2017","2017","Oct","2","3","5","48","","","","Presumed drowning","Off the coast of Tangiers, Morocco","Caminando Fronteras","35.839661046921, -5.787262405469","Western Mediterranean","http://bit.ly/2iMyQzH, http://bit.ly/2xyQfyp, http://bit.ly/2inlupO","Uncategorized","4"
"44241","Sub-Saharan Africa","October 29, 2017","2017","Oct","2","","2","","","2","1","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa",""
"44242","North Africa","October 29, 2017","2017","Oct","1","","1","","","1","","Shot, Stabbed","Benghazi, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.086790900000, 32.119424200000","","","Northern Africa",""
"44239","North Africa","October 28, 2017","2017","Oct","6","","6","","","","","Unknown","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.773925780000, 18.948180500000","","","Northern Africa",""
"44240","Sub-Saharan Africa","October 28, 2017","2017","Oct","1","","1","","","1","","Dehydration","Tunduma, on the Tanzania-Zambia border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.768947900000, 9.309564800000","","","Eastern Africa",""
"44238","US-Mexico Border","October 27, 2017","2017","Oct","1","","1","","","1","","Drowning","Irrigation canal, Calexico, Imperial County, California","Imperial County Coroner's Office","-115.072460000000, 32.996590000000","Central America to US","","Northern America",""
"43899","Mediterranean","October 26, 2017","2017","Oct","1","","1","","","1","","Unknown","Body found under truck in ferry in Port of Melilla, Spain","Público","35.291156590870, -2.927625956006","Western Mediterranean","http://bit.ly/2zRCBbm, http://bit.ly/2lpGctQ","Uncategorized","3"
"44237","North Africa","October 26, 2017","2017","Oct","4","","4","","","","","Unknown","Sahara desert, Sudan, near the border with Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.717285160000, 21.851620760000","","","Northern Africa",""
"43903","Middle East","October 25, 2017","2017","Oct","1","","1","","","1","","Violence","Syrian/Turkish border, Ras al-Ayn, Hasaka governorate, Syria","Syrian Observatory for Human Rights","36.858546875103, 40.080746636523","","http://www.syriahr.com/en/?p=77073","Western Asia","4"
"44235","Sub-Saharan Africa","October 25, 2017","2017","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Beitbridge, South Africa","Mixed Migration Monitoring Mechanism Initiative (4Mi)","29.989149250000, -22.225581760000","","","Southern Africa",""
"44236","Sub-Saharan Africa","October 25, 2017","2017","Oct","3","","3","","1","1","1","Vehicle Accident","Mopti, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-4.197462700000, 14.487428400000","","","Western Africa",""
"43919","US-Mexico Border","October 24, 2017","2017","Oct","1","","1","","","","","Unknown (skeletal remains)","Ranch near Sarita, Kenedy County, Texas, USA","KZTV Action 10 News","27.218799736744, -97.794112418555","Central America to US","http://bit.ly/2z9uA3X","Northern America","1"
"44231","North Africa","October 24, 2017","2017","Oct","1","","1","","","1","","Dehydration","Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.981536870000, 30.664494070000","","","Northern Africa",""
"44232","Sub-Saharan Africa","October 24, 2017","2017","Oct","4","","4","","","4","","Dehydration, Harsh weather/lack of adequate shelter","Madamma, Niger, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.626142400000, 21.935449900000","","","Western Africa",""
"44233","Sub-Saharan Africa","October 24, 2017","2017","Oct","4","","4","","","","","Dehydration, Harsh weather/lack of adequate shelter, Suffocation","Outside Dirkou, Niger, near the border with Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.081790300000, 19.004818100000","","","Western Africa",""
"44234","North Africa","October 24, 2017","2017","Oct","3","","3","","","3","","Starvation, Dehydration","Unspecified location in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.839355470000, 18.365278460000","","","Northern Africa",""
"43907","US-Mexico Border","October 23, 2017","2017","Oct","8","","8","","","","","Unknown","Starr County, Texas, USA","Webb County Office of the Medical Examiner","26.621516700000, -98.748116700000","Central America to US","","Northern America","5"
"44223","Sub-Saharan Africa","October 23, 2017","2017","Oct","3","","3","","1","2","2","Vehicle Accident","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-8.002889200000, 12.639231600000","","","Western Africa",""
"44224","North Africa","October 23, 2017","2017","Oct","10","","10","","","","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa",""
"44225","North Africa","October 23, 2017","2017","Oct","8","","8","","","","","Starvation, Excessive Physical Abuse","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.053676000000, 31.797583100000","","","Northern Africa",""
"44226","Sub-Saharan Africa","October 23, 2017","2017","Oct","2","","2","","1","1","","Vehicle Accident","Outside Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.085411953000, 17.022760830000","","","Western Africa",""
"44227","North Africa","October 23, 2017","2017","Oct","4","","4","","","","","Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.773925780000, 29.621519570000","","","Northern Africa",""
"44228","North Africa","October 23, 2017","2017","Oct","2","","2","","","2","","Starvation","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.106445310000, 29.051517840000","","","Northern Africa",""
"44229","North Africa","October 23, 2017","2017","Oct","7","","7","","","","","Starvation, Dehydration","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.534667970000, 24.297353380000","","","Northern Africa",""
"44230","North Africa","October 23, 2017","2017","Oct","3","","3","","","","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.609863280000, 29.200423170000","","","Northern Africa",""
"43893","Mediterranean","October 22, 2017","2017","Oct","8","","8","","","","","Presumed drowning","Bodies retrieved in Al Khums, Libya","IOM Libya","32.679837405805, 14.299608421484","Central Mediterranean","","Uncategorized","4"
"43894","Mediterranean","October 22, 2017","2017","Oct","1","","1","17","","1","","Drowning","Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.282888789154, -2.913308348535","Central Mediterranean","http://bit.ly/2yGH6GS, http://bit.ly/2xgGUeF","Uncategorized","3"
"43901","Caribbean","October 22, 2017","2017","Oct","1","","1","","","1","","Unknown","Beach near Barrio Ensenada, Rincón, Puerto Rico","Telemundo PR","18.340314341796, -67.258700630225","","http://bit.ly/2yJ7tdK, http://bit.ly/2z3RWIE","Caribbean","3"
"43902","Central America","October 22, 2017","2017","Oct","1","","1","","","1","","Hit by train","Unspecified location in Mexico","ONCE Noticias","26.185058635351, -102.684619937500","Central America to US","http://bit.ly/2z4kj9t","Central America","1"
"44217","North Africa","October 22, 2017","2017","Oct","2","","2","","","2","","Excessive Physical Abuse","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.140259400000, 30.214647000000","","","Northern Africa",""
"44218","North Africa","October 22, 2017","2017","Oct","2","","2","","1","1","","Starvation","Al Sharif, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.685997000000, 32.737298700000","","","Northern Africa",""
"44219","Sub-Saharan Africa","October 22, 2017","2017","Oct","3","","3","","","3","","Dehydration","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa",""
"44220","Sub-Saharan Africa","October 22, 2017","2017","Oct","2","","2","","","2","","Dehydration","Gao, Mali","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-0.027986700000, 16.263980700000","","","Western Africa",""
"44221","Sub-Saharan Africa","October 22, 2017","2017","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Kano, Nigeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.591956100000, 12.002179400000","","","Western Africa",""
"44222","North Africa","October 22, 2017","2017","Oct","6","","6","","","6","","Vehicle Accident","Unspecified location in the Sahara desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.853759770000, 28.464013180000","","","Northern Africa",""
"44603","Mediterranean","October 22, 2017","2017","Oct","1","","1","17","","1","","Drowning","Off the coast of Melilla, Spain, near Beni Ensar","El Mundo, Cuatro","35.286041628488, -2.901978697656","Western Mediterranean","http://bit.ly/2yGH6GS,, http://bit.ly/2xgGUeF","Uncategorized","1"
"43909","North Africa","October 21, 2017","2017","Oct","6","","6","13","","","","Vehicle Accident","Motorway between Asilah and Tanger, near Akouas Briech, Morocco","Le360","35.514650438339, -5.988293378516","","http://bit.ly/2xzHO5U, http://bit.ly/2yWcFO2","Northern Africa","3"
"44211","Sub-Saharan Africa","October 21, 2017","2017","Oct","3","","3","","","3","","Shot, Stabbed","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Western Africa",""
"44212","Sub-Saharan Africa","October 21, 2017","2017","Oct","2","","2","","2","","","Starvation","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4Mi)","7.986535000000, 16.974168900000","","","Northern Africa",""
"44213","Horn of Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Dehydration","Eritrea, near the border with Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","36.506691600000, 15.139950330000","","","Eastern Africa",""
"44214","North Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Excessive Physical Abuse","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.856858600000, 23.311238900000","","","Northern Africa",""
"44215","Sub-Saharan Africa","October 21, 2017","2017","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Ougadougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-1.519660300000, 12.371427700000","","","Western Africa",""
"44216","North Africa","October 21, 2017","2017","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Sahara desert, near Egypt-Libya border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.916992190000, 29.430328420000","","","Northern Africa",""
"43896","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Drowning","Río Bravo, near Kickapoo Casino, Eagle Pass, Maverick County, Texas","Zócalo","28.608024008241, -100.444028174620","Central America to US","http://bit.ly/2xYUPdm","Northern America","1"
"43955","US-Mexico Border","October 20, 2017","2017","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County, Arizona, USA","Pima County Office of the Medical Examiner","31.836883100000, -111.322463400000","Central America to US","http://www.humaneborders.info/","Northern America","5"
