"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"40592","Central America","September 20, 2015","2015","Sep","1","","1","","","1","","Fall from train","Tecamac, State of Mexico, Mexico - 100 metres from the México-Pachuca Highway, at roughly kilometer 39.","Red accion, A Fondo Mexico ","19.711437100000, -99.059240600000","Central America to US","http://bit.ly/1HoNAFt, http://bit.ly/23EG9pU","Central America","3"
"40981","US-Mexico Border","September 20, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40411","Mediterranean","September 20, 2015","2015","Sep","","2","2","","","","","Drowning","Bal?kesir province Ayval?k Alt?nova, en route to Lesvos","Coast Guard Command","39.235700000000, 26.665000000000","Eastern Mediterranean","","Uncategorized","5"
"40291","Horn of Africa","September 20, 2015","2015","Sep","1","","1","","","","","Dehydration","Near Qardho, Puntland State, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.405596400000, 48.475393500000","","","Eastern Africa","2"
"40756","Horn of Africa","September 20, 2015","2015","Sep","1","","1","","","","","Dehydration","Dhobley, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","5.147458000000, 41.705794700000","","","Eastern Africa","2"
"40726","Sub-Saharan Africa","September 20, 2015","2015","Sep","1","","1","","","","","Sickness and lack of access to medicines","Isiolo, Kenya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","0.355713000000, 37.583313000000","","","Eastern Africa","2"
"40537","Mediterranean","September 20, 2015","2015","Sep","13","13","26","","","","6","Drowning","Canakkale/Babakale, Turkey, en route to Lesvos","Coast Guard Command","39.445562000000, 26.042874000000","Eastern Mediterranean","http://bit.ly/1QYO7Ug","Uncategorized","5"
"40409","Mediterranean","September 19, 2015","2015","Sep","1","12","13","","1","","1","Drowning","Off the coast of Lesvos","IOM Greece ","39.283600000000, 26.505700000000","Eastern Mediterranean","","Uncategorized","4"
"40602","Horn of Africa","September 19, 2015","2015","Sep","1","","1","","","","","Harsh conditions, Suffocation, Vehicle Accident","Between Metema, Ethiopia and Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.798889000000, 34.848694000000","","","Eastern Africa","2"
"40792","North Africa","September 19, 2015","2015","Sep","1","","1","","","","","Starvation, Harsh conditions, Suffocation","In Egypt-Sudan border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.749695000000, 32.519470000000","","","Northern Africa","2"
"40599","North Africa","September 19, 2015","2015","Sep","2","","2","","","","","Harsh conditions","Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.112671000000, 30.499695000000","","","Northern Africa","2"
"40847","North Africa","September 19, 2015","2015","Sep","5","","5","","","","","Suffocation, Vehicle Accident","Halaib washalatin, Between Egypt and Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.220520000000, 36.641296000000","","","Northern Africa","2"
"40772","North Africa","September 19, 2015","2015","Sep","3","","3","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40598","North Africa","September 19, 2015","2015","Sep","1","","1","","","","","Harsh conditions","In the desert after Ash Shamaliyah, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.798889000000, 34.848694000000","","","Northern Africa","2"
"40699","North Africa","September 19, 2015","2015","Sep","1","","1","","","","","Shot, Stabbed","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40760","North Africa","September 18, 2015","2015","Sep","1","","1","","","","","Harsh conditions","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","24.214478000000, 32.981079000000","","","Northern Africa","2"
"40572","Europe","September 18, 2015","2015","Sep","1","","1","","","1","","Electrocution, Train Accident","Entarance to Eurotunnel in Calais, France","BBC","50.951880300000, 1.833936700000","Calais to United Kingdom","http://www.bbc.com/news/uk-34287750","Western Europe","1"
"40980","US-Mexico Border","September 18, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40407","Mediterranean","September 18, 2015","2015","Sep","7","","7","100","","","1","Drowning","off the coast of Tripoli","Euronews","36.504390000000, 27.363253000000","Central Mediterranean","http://bit.ly/1MIzuju","Uncategorized","1"
"40979","Middle East","September 18, 2015","2015","Sep","1","","1","","","1","","Unknown","Syrian/Turkish border, Bab Al-Hawa border crossing","Action Group for Palestinians of Syria","36.241313200000, 36.678277000000","","http://www.actionpal.org.uk/en/","Western Asia","4"
"40802","North Africa","September 18, 2015","2015","Sep","2","","2","","","","","Starvation","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40408","Mediterranean","September 18, 2015","2015","Sep","1","","1","14","1","","1","Drowning","Altinkoy region in Izmir province's Cesme district, en route to Chios","Anadolu Agency","38.328609000000, 26.293587000000","Eastern Mediterranean","http://bit.ly/1V0eQFF","Uncategorized","1"
"40771","North Africa","September 17, 2015","2015","Sep","3","","3","","","","","Starvation","Saraha Desert, Lybia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.516296000000, 25.088318000000","","","Northern Africa","2"
"40801","North Africa","September 17, 2015","2015","Sep","2","","2","","","","","Starvation","Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.321289000000, 21.866882000000","","","Northern Africa","2"
"40978","Mediterranean","September 17, 2015","2015","Sep","1","","1","254","1","","","Unknown","18 nautical miles from the Libyan coast","MOAS","33.020773200000, 13.551552400000","Central Mediterranean","http://bit.ly/1KV7uhU","Uncategorized","4"
"40406","Mediterranean","September 15, 2015","2015","Sep","22","","22","249","","","4","Drowning","Off the coast of Turkey’s southwestern Datça district. En route to Kos ","RTE News and IOM Turkey from Turkish Coast Guard ","34.865700000000, 12.604900000000","Eastern Mediterranean","http://bit.ly/1OT7Gfr, http://bit.ly/1M8cSf1","Uncategorized","5"
"40405","Mediterranean","September 14, 2015","2015","Sep","2","","2","11","","","","Drowning","Off the coast of Izmir’s Seferihisar district, en route to Samos","Hurriyet Daily News ","38.022701000000, 27.067593000000","Eastern Mediterranean","http://bit.ly/1OT7Gfr","Uncategorized","1"
"40404","Mediterranean","September 13, 2015","2015","Sep","34","4","38","99","15","15","15","Drowning","Near Farmakonisi","Reuters and Associated Press, also IOM Athens ","37.294800000000, 27.119900000000","Eastern Mediterranean","http://nbcnews.to/1glnDiw","Uncategorized","4"
"40977","US-Mexico Border","September 12, 2015","2015","Sep","1","","1","","1","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40670","Europe","September 12, 2015","2015","Sep","1","","1","","","","","Plane stowaway","Schiphol airport, Amsterdam. Plane departed from Nairobi, Kenya. ","Reuters","52.310538600000, 4.768274400000","","http://reut.rs/1K63owH","Western Europe","1"
"40401","US-Mexico Border","September 12, 2015","2015","Sep","1","","1","","","1","","Drowning","Rio Grande, ejido Centinela (not clear Mexican or US authorities)","Zocalo Saltillo","28.596990900000, -100.720786100000","Central America to US","http://bit.ly/1VTxKv3","Central America","1"
"40403","Mediterranean","September 12, 2015","2015","Sep","","4","4","25","2","2","4","Drowning","Off the coast of Samos","IOM Athens","36.949998000000, 26.983329000000","Eastern Mediterranean","","Uncategorized","4"
"40402","Mediterranean","September 12, 2015","2015","Sep","","1","1","32","","1","","Drowning","Off the coast of Lesvos","IOM Athens and Associated Press","39.283600000000, 26.505700000000","Eastern Mediterranean","http://nbcnews.to/1glnDiw","Uncategorized","4"
"41048","Europe","September 10, 2015","2015","Sep","1","","1","2","","","","Vehicle Accident","main road near Szeged, Hungary","Reuters","46.247356000000, 20.090216000000","Western Balkans","http://reut.rs/1GUxsRv","Eastern Europe","1"
"40976","US-Mexico Border","September 10, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40975","Mediterranean","September 10, 2015","2015","Sep","1","","1","","","","","Unknown","Cave on the coast of Melilla, Spain","Asociación Pro Derechos Humanos de Andalucía","35.291415600000, -2.992538500000","Western Mediterranean","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized","3"
"40854","Central America","September 10, 2015","2015","Sep","1","","1","","","1","","Train Accident","5 km before Sanchez Station, Nuevo Laredo, Mexico","LMTenEspañol","27.477936200000, -99.549573000000","Central America to US","http://bit.ly/1UzDtV9","Central America","1"
"40631","US-Mexico Border","September 09, 2015","2015","Sep","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40973","US-Mexico Border","September 07, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40974","US-Mexico Border","September 07, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40972","US-Mexico Border","September 07, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40400","Mediterranean","September 06, 2015","2015","Sep","","20","20","107","","","","Drowning","Off coast of Libya","IOM Italy","31.914825000000, 30.322228000000","Central Mediterranean","","Uncategorized","4"
"40970","US-Mexico Border","September 06, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40399","Mediterranean","September 06, 2015","2015","Sep","1","1","2","","","2","","Drowning","Strait of Gibraltar ","Globedia","36.034211958709, -5.392037148438","Western Mediterranean","http://bit.ly/1L1z4sh","Uncategorized","1"
"40971","US-Mexico Border","September 06, 2015","2015","Sep","1","","1","","","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40398","Mediterranean","September 05, 2015","2015","Sep","1","","1","","","1","1","Drowning","Just off the coast of Agathosini","IOM Greece","37.465347300000, 26.932666400000","Eastern Mediterranean","","Uncategorized","4"
"40969","US-Mexico Border","September 05, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40871","US-Mexico Border","September 05, 2015","2015","Sep","1","","1","","1","","","Unknown","Hwy 98 and Mt Signal Rd, Ocotillo, CA","Imperial County Coroner's Office","32.643431400000, -115.785944500000","Central America to US","","Uncategorized","5"
"40606","Europe","September 04, 2015","2015","Sep","1","","1","","","1","","Fall onto train tracks","Bicske, west of Budapest, Hungary","Independent","47.476023300000, 18.900956300000","Western Balkans","http://ind.pn/1iFmiEI","Eastern Europe","1"
"40858","Europe","September 04, 2015","2015","Sep","1","","1","","","1","","Train Accident","train tracks near the village of Petrades, near the Turkish border in Greece.","Independent","40.858969000000, 25.853259000000","Western Balkans","http://ind.pn/1iFmiEI","Southern Europe","1"
"40396","Southeast Asia","September 03, 2015","2015","Sep","61","","61","19","","","1","Drowning","Off the west coast of Malaysia ","ABC","4.155698696780, 103.447933968750","","http://ab.co/1NVMFTz","South-eastern Asia","1"
"40968","US-Mexico Border","September 03, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40397","Mediterranean","September 03, 2015","2015","Sep","1","43","44","91","","","","Drowning","sailed from Misrata in Libya, but after 6-7 hours their boat began to deflate and some people fell into the water","IOM Italy, Reuters","33.018659500000, 15.445568500000","Central Mediterranean","","Uncategorized","4"
"40591","Central America","September 02, 2015","2015","Sep","1","","1","","","","","Fall from train","Train tracks, Km. 575-600 Navojoa – Obregón Highway, Sonora, Mexico","Periodico Se manalo Frontera","27.689787600000, -110.069709400000","Central America to US","http://bit.ly/2oPGrv0","Central America","1"
"40393","Mediterranean","September 02, 2015","2015","Sep","5","","5","8","","","2","Drowning","Bodrum district of Mu?la province (02:06h), en route to Kos","IOM Turkey","37.202882200000, 28.311495700000","Eastern Mediterranean","","Uncategorized","4"
"40395","Mediterranean","September 02, 2015","2015","Sep","7","3","10","7","2","3","4","Drowning","Bodrum district of Mu?la province (04:13h), en route to Kos","IOM Turkey","37.202882200000, 28.311495700000","Eastern Mediterranean","","Uncategorized","4"
"40966","Mediterranean","September 02, 2015","2015","Sep","1","","1","","","1","","Unknown","off the coast of Chios","IOM Athens","38.406249000000, 26.246271000000","Eastern Mediterranean","","Uncategorized","4"
"40967","Mediterranean","September 02, 2015","2015","Sep","1","","1","","","","","Unknown","Off the coast of Lesvos","IOM Athens","39.283600000000, 26.505700000000","Eastern Mediterranean","","Uncategorized","4"
"40666","North Africa","September 01, 2015","2015","Sep","3","","3","","","","","Murdered","Tripoli, Libya","MHub","32.849232000000, 13.164800000000","","","Northern Africa","2"
"41107","North Africa","September 01, 2015","2015","Sep","2","","2","","","","","Violence","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","","","Northern Africa","2"
"41106","North Africa","September 01, 2015","2015","Sep","1","","1","","1","","","Violence","Sahara Desert, between Khartoum, Sudan and Ajdabiya, Libya","MHub","19.545270100000, 21.922914300000","","","Northern Africa","2"
"40720","North Africa","September 01, 2015","2015","Sep","2","","2","","","","","Dehydration, Harsh weather/lack of adequate shelter","Sahara Desert, between Khartoum, Sudan and Tripoli, Libya","MHub","19.545270100000, 21.922914300000","","","Northern Africa","2"
"41103","North Africa","September 01, 2015","2015","Sep","1","","1","","","","","Violence","Sabha, Libya","MHub","27.032288000000, 14.456116000000","","","Northern Africa","2"
"40845","Mediterranean","September 01, 2015","2015","Sep","4","","4","112","4","","","Suffocation, Drowning","30 miles off the coast of Libya","LaPresse","35.460700000000, 13.139600000000","Central Mediterranean","http://bit.ly/1UrF924","Uncategorized","1"
"40965","North Africa","September 01, 2015","2015","Sep","2","","2","","","","","Unknown","Sahara Desert, Libya","MHub","22.482483000000, 29.794922000000","","","Northern Africa","2"
"40964","US-Mexico Border","September 01, 2015","2015","Sep","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"41105","Middle East","September 01, 2015","2015","Sep","2","","2","","","","","Violence","Mountains, Iran","MHub","32.173134700000, 52.840788000000","","","Northern Africa","2"
"40390","Europe","September 01, 2015","2015","Sep","1","","1","","","1","","Drowning","River between Greece and FYROM","BBC","40.942440300000, 21.943246000000","Western Balkans","http://bbc.in/1LdZGXa","Southern Europe","1"
"40303","North Africa","September 01, 2015","2015","Sep","4","","4","","","","","Dehydration, Harsh conditions","Saraha Desert, Lybia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.662903000000, 23.649292000000","","","Northern Africa","2"
"40963","Mediterranean","August 31, 2015","2015","Aug","6","","6","","","","","Unknown","Central Mediteranean","IOM Italy","34.255026213978, 20.970292062500","Central Mediterranean","","Uncategorized","4"
"40676","Mediterranean","August 31, 2015","2015","Aug","1","","1","","1","","","Pulmonary edema","Mobile Unit of the First Reception Service in Moria, Lesvos","IOM Greece","39.175649100000, 25.943523100000","Eastern Mediterranean","","Uncategorized","4"
"44609","North Africa","August 31, 2015","2015","Aug","1","","1","","","","","Unknown","Sahara Desert, between Khartoum, Sudan and Bani Walid, Libya","MHub","22.309979437608, 23.511970115367","","","Northern Africa","2"
"40389","Mediterranean","August 31, 2015","2015","Aug","1","","1","12","","1","","Drowning","Rocks near Santa Catalina, Ceuta, Spain","Asociación Pro Derechos Humanos de Andalucía","35.888951500000, -5.353555600000","Western Mediterranean","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized","3"
"44610","North Africa","August 31, 2015","2015","Aug","3","","3","","","","","Starvation","Sahara Desert, between Agadez, Niger and Tripoli, Libya","MHub","27.754175784245, 13.910459906250","","","Northern Africa","2"
"40388","Mediterranean","August 30, 2015","2015","Aug","37","","37","","","","","Drowning","Khoms, near Tripoli","Reuters","32.799803800000, 13.098975200000","Central Mediterranean","http://reut.rs/1hsonmL","Uncategorized","1"
"40648","Mediterranean","August 29, 2015","2015","Aug","1","","1","","","1","1","Violence","Off the coast of Symi","IOM Greece","37.754800000000, 26.977800000000","Eastern Mediterranean","","Uncategorized","4"
"40867","Mediterranean","August 28, 2015","2015","Aug","2","","2","","2","","","Presumed asphyxiation","Central Mediteranean","IOM Italy","34.387888133728, 17.975902500000","Central Mediterranean","","Uncategorized","4"
"40630","US-Mexico Border","August 28, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40962","US-Mexico Border","August 28, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40846","Europe","August 27, 2015","2015","Aug","71","","71","","8","59","4","Suffocation","On A4 motorway, just outside of Vienna, Austria","Europol, Al Jazeera","48.208174300000, 16.373818900000","","http://bit.ly/2iXwXwV, http://bit.ly/1JpIrzK","Western Europe","3"
"40387","Mediterranean","August 27, 2015","2015","Aug","111","91","202","198","1","6","","Drowning","Libyan waters","IOM Rome, IFRC","32.151074000000, 16.360272900000","Central Mediterranean","https://www.iom.int/news/mediterranean-migrant-arrivals-deaths-sea-soar, http://news.yahoo.com/toll-libya-migrant-shipwreck-rises-76-100542254.html","Uncategorized","4"
"40961","US-Mexico Border","August 27, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40960","Mediterranean","August 27, 2015","2015","Aug","1","","1","","","","","Unknown","Unknown","IOM Italy","34.553128400000, 18.048010500000","Central Mediterranean","","Uncategorized","4"
"40959","Mediterranean","August 27, 2015","2015","Aug","3","5","8","124","3","","","Unknown","Unknown","IOM Italy","31.199373000000, 16.596383000000","Central Mediterranean","https://www.iom.int/news/mediterranean-migrant-arrivals-deaths-sea-soar","Uncategorized","4"
"40842","Mediterranean","August 26, 2015","2015","Aug","52","","52","441","","","","Suffocation","Off the coast of Libya","IOM Greece & BBC","34.234500000000, 14.743700000000","Central Mediterranean","http://www.bbc.com/news/world-europe-34066466","Uncategorized","4"
"40956","Mediterranean","August 25, 2015","2015","Aug","1","","1","","","1","1","Unknown","","IOM Italy","34.981478400000, 23.490953900000","Central Mediterranean","","Uncategorized","4"
"40958","US-Mexico Border","August 25, 2015","2015","Aug","1","","1","","1","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40386","Mediterranean","August 25, 2015","2015","Aug","2","","2","","","2","","Drowning","30 miles from Mortril, Granada, Spain","Andulucia Information","36.632829000000, -3.532317000000","Western Mediterranean","http://bit.ly/2cB3NE3","Uncategorized","1"
"40957","US-Mexico Border","August 25, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40383","Mediterranean","August 24, 2015","2015","Aug","2","4","6","8","","6","","Drowning","Off the coast of Lesvos","IOM Greece","39.283600000000, 26.505700000000","Eastern Mediterranean","","Uncategorized","4"
"40382","Mediterranean","August 24, 2015","2015","Aug","3","","3","73","","","","Drowning","Between Turkey and Lesvos","AP","39.344441000000, 26.557274000000","Eastern Mediterranean","http://bit.ly/1O13lr2","Uncategorized","1"
"40955","US-Mexico Border","August 24, 2015","2015","Aug","1","","1","","","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40385","US-Mexico Border","August 24, 2015","2015","Aug","1","","1","","","1","","Drowning","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40384","Mediterranean","August 24, 2015","2015","Aug","1","","1","","","","","Drowning","Found washed up on Lesvos. Incident likely happened off Turkish coast","IOM Greece","39.370072500000, 25.453518300000","Eastern Mediterranean","","Uncategorized","4"
"40629","US-Mexico Border","August 23, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40953","Southeast Asia","August 23, 2015","2015","Aug","24","","24","","","","","Unknown","human trafficking camp in the state of Perlis near the Thai border","BBC","6.444910000000, 100.205000000000","","http://bbc.in/1MGJ9eg","South-eastern Asia","1"
"40954","Mediterranean","August 23, 2015","2015","Aug","1","","1","125","","","","Unknown","Off the Coast of Tunisia","IOM Tunisia","37.500500000000, 27.079100000000","Central Mediterranean","","Uncategorized","4"
"40952","US-Mexico Border","August 22, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40951","US-Mexico Border","August 22, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40628","US-Mexico Border","August 21, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40949","US-Mexico Border","August 21, 2015","2015","Aug","1","","1","","","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40950","US-Mexico Border","August 21, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40870","Mediterranean","August 21, 2015","2015","Aug","1","","1","19","","1","","Unknown","Off the Coast of Lesvos","IOM Greece","39.283600000000, 26.505700000000","Eastern Mediterranean","","Uncategorized","4"
"40627","US-Mexico Border","August 20, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40759","North Africa","August 20, 2015","2015","Aug","2","","2","","","","","Harsh conditions","Sahara Desert, close to Metama, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.485324000000, 4.376056000000","","","Northern Africa","2"
"40302","North Africa","August 20, 2015","2015","Aug","1","","1","","","","","Dehydration, Harsh conditions","Near Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.966675000000, 32.782898000000","","","Northern Africa","2"
"40790","North Africa","August 20, 2015","2015","Aug","5","","5","","","","","Starvation, Harsh conditions","Sudan border near Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.983704000000, 30.318481000000","","","Northern Africa","2"
"40306","North Africa","August 19, 2015","2015","Aug","3","","3","","","","","Dehydration, Suffocation, Vehicle Accident","In northern Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.685730000000, 30.751709000000","","","Northern Africa","2"
"41077","North Africa","August 19, 2015","2015","Aug","5","","5","","","","","Vehicle Accident","Luxor, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.685913000000, 32.639282000000","","","Northern Africa","2"
"40948","US-Mexico Border","August 19, 2015","2015","Aug","1","","1","","","","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40624","US-Mexico Border","August 18, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40848","Central America","August 18, 2015","2015","Aug","20","","20","","","","","Train Accident","State of Puebla, Mexico","El Popular","18.082037000000, -97.920055700000","Central America to US","http://bit.ly/1NSIPsQ, https://twitter.com/diarioelpopular/status/633805623570796549","Central America","3"
"40625","US-Mexico Border","August 18, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40381","Mediterranean","August 18, 2015","2015","Aug","6","","6","3","","","1","Drowning","Between Turkey and Kos","Associated Press","36.921182600000, 29.191935000000","Eastern Mediterranean","http://apne.ws/2sCkrGL","Uncategorized","1"
"40626","US-Mexico Border","August 18, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40380","US-Mexico Border","August 17, 2015","2015","Aug","1","","1","","","1","","Drowning","Rio Bravo, near McAllen, Texas","Facebook post from family member","26.147161400000, -98.366996800000","Central America to US","https://m.facebook.com/photo.php?fbid=1050253775032319","Northern America","2"
"40945","US-Mexico Border","August 17, 2015","2015","Aug","1","","1","","","1","","Unknown","Pecos County, Texas,","La Jornada","30.710856500000, -103.237231100000","Central America to US","http://bit.ly/1PxxrF5","Northern America","1"
"40379","Mediterranean","August 17, 2015","2015","Aug","9","","9","31","","","","Drowning","Turkish waters (en route to Turkey from Lebanon) - non-island destination","Press Association","36.106882043399, 33.990880593750","Eastern Mediterranean","http://bit.ly/1hrnRpN","Uncategorized","1"
"40946","Mediterranean","August 17, 2015","2015","Aug","1","","1","","","1","1","Unknown","at the foot of a cliff on coast of Kos, Greece","AFP","36.893330000000, 27.288888000000","Eastern Mediterranean","http://bit.ly/20J8bjv","Uncategorized","1"
"40947","US-Mexico Border","August 17, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40944","US-Mexico Border","August 16, 2015","2015","Aug","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40943","Mediterranean","August 16, 2015","2015","Aug","1","","1","","1","","","Unknown","Off the coast of Calabria","IOM Italy","33.254800000000, 11.406600000000","Central Mediterranean","http://bit.ly/1Liphze","Uncategorized","4"
"40649","Mediterranean","August 15, 2015","2015","Aug","49","","49","312","","49","","Suffocation","About 34 kilometers off the Libyan coast","IOM Italy","36.941323000000, 27.343616000000","Central Mediterranean","","Uncategorized","4"
"40577","North Africa","August 15, 2015","2015","Aug","2","","2","","","","","Excessive Physical Abuse","Sinai, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.753479000000, 33.122681000000","","","Northern Africa","2"
"40378","US-Mexico Border","August 15, 2015","2015","Aug","1","","1","","","1","","Drowning","Rio Grande near Nuevo Laredo, Tamaulipas, Mexico","La Jornada","27.469219000000, -99.549635600000","Central America to US","http://bit.ly/1VaeEj0","Central America","1"
"40623","US-Mexico Border","August 14, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
"40377","US-Mexico Border","August 14, 2015","2015","Aug","1","","1","","","1","","Drowning","Rio Bravo, near Ejido Las Calabazas, Mexican side (probably)","El Manana","20.337222200000, -98.394444400000","Central America to US","http://bit.ly/1XHKqpi","Central America","1"
"40622","US-Mexico Border","August 13, 2015","2015","Aug","1","","1","","","1","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Central America to US","","Northern America","5"
